text,language,category,source
Please cooperate for verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from Delhi Police. Please cooperate for verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
This is the Cyber Crime Department. Please cooperate for verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
Illegal messages have been sent from your mobile number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from Delhi Police. Illegal messages have been sent from your mobile number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
This is the Cyber Crime Department. Illegal messages have been sent from your mobile number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
It is necessary to complete police verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from Delhi Police. It is necessary to complete police verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
This is the Cyber Crime Department. It is necessary to complete police verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Your bank account may be frozen during the investigation.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Your mobile number has come up in a cyber fraud investigation.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Your number has been identified in a telecom fraud case.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. A fake SIM has been issued using your Aadhaar card.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Financial fraud has been committed by misusing your documents.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. A digital fraud complaint has been received against you.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Legal action has been initiated against you.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. A criminal complaint has been registered in your name.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. A money laundering case has been registered in your name.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. A misuse report has been filed for a SIM registered in your name.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. An account registered in your name has been used in illegal activities.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Objectionable content has been circulated from your number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. You need to speak with the investigating officer immediately.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Suspicious transactions have occurred from your account.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. The cyber investigation team has found suspicious activity from your number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Your identity needs to be verified for the investigation.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Please cooperate for verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. Illegal messages have been sent from your mobile number.,english,impersonation_digital_arrest,huggingface_hinglish_translated
I am calling from the National Cyber Cell. It is necessary to complete police verification.,english,impersonation_digital_arrest,huggingface_hinglish_translated
તપાસ દરમિયાન તમારું બેંક ખાતું ફ્રીઝ થઈ શકે છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તપાસ દરમિયાન તમારું બેંક ખાતું ફ્રીઝ થઈ શકે છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તપાસ દરમિયાન તમારું બેંક ખાતું ફ્રીઝ થઈ શકે છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારો મોબાઈલ નંબર સાયબર ફ્રોડ તપાસમાં આવ્યો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારો મોબાઈલ નંબર સાયબર ફ્રોડ તપાસમાં આવ્યો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારો મોબાઈલ નંબર સાયબર ફ્રોડ તપાસમાં આવ્યો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારો નંબર ટેલિકોમ ફ્રોડ કેસમાં ઓળખાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારો નંબર ટેલિકોમ ફ્રોડ કેસમાં ઓળખાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારો નંબર ટેલિકોમ ફ્રોડ કેસમાં ઓળખાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા આધાર કાર્ડનો ઉપયોગ કરીને નકલી સિમ જારી કરવામાં આવ્યું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા આધાર કાર્ડનો ઉપયોગ કરીને નકલી સિમ જારી કરવામાં આવ્યું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા આધાર કાર્ડનો ઉપયોગ કરીને નકલી સિમ જારી કરવામાં આવ્યું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા દસ્તાવેજોનો દુરુપયોગ કરીને નાણાકીય છેતરપિંડી કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા દસ્તાવેજોનો દુરુપયોગ કરીને નાણાકીય છેતરપિંડી કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા દસ્તાવેજોનો દુરુપયોગ કરીને નાણાકીય છેતરપિંડી કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારી વિરુદ્ધ ડિજિટલ ફ્રોડની ફરિયાદ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારી વિરુદ્ધ ડિજિટલ ફ્રોડની ફરિયાદ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારી વિરુદ્ધ ડિજિટલ ફ્રોડની ફરિયાદ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારી વિરુદ્ધ કાનૂની કાર્યવાહી શરૂ કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારી વિરુદ્ધ કાનૂની કાર્યવાહી શરૂ કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારી વિરુદ્ધ કાનૂની કાર્યવાહી શરૂ કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા નામે એક ફોજદારી ફરિયાદ નોંધાઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા નામે એક ફોજદારી ફરિયાદ નોંધાઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નામે એક ફોજદારી ફરિયાદ નોંધાઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા નામે મની લોન્ડરિંગનો કેસ નોંધાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા નામે મની લોન્ડરિંગનો કેસ નોંધાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નામે મની લોન્ડરિંગનો કેસ નોંધાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા નામે નોંધાયેલ સિમના દુરુપયોગનો રિપોર્ટ થયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા નામે નોંધાયેલ સિમના દુરુપયોગનો રિપોર્ટ થયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નામે નોંધાયેલ સિમના દુરુપયોગનો રિપોર્ટ થયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા નામે નોંધાયેલ ખાતું ગેરકાયદેસર પ્રવૃત્તિઓમાં વપરાયું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા નામે નોંધાયેલ ખાતું ગેરકાયદેસર પ્રવૃત્તિઓમાં વપરાયું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નામે નોંધાયેલ ખાતું ગેરકાયદેસર પ્રવૃત્તિઓમાં વપરાયું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા નંબર પરથી વાંધાજનક સામગ્રી પ્રસારિત થઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા નંબર પરથી વાંધાજનક સામગ્રી પ્રસારિત થઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નંબર પરથી વાંધાજનક સામગ્રી પ્રસારિત થઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારે તપાસ અધિકારી સાથે તાત્કાલિક વાત કરવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારે તપાસ અધિકારી સાથે તાત્કાલિક વાત કરવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારે તપાસ અધિકારી સાથે તાત્કાલિક વાત કરવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા ખાતામાંથી શંકાસ્પદ વ્યવહારો થયા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા ખાતામાંથી શંકાસ્પદ વ્યવહારો થયા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા ખાતામાંથી શંકાસ્પદ વ્યવહારો થયા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
સાયબર તપાસ ટીમને તમારા નંબર પરથી શંકાસ્પદ પ્રવૃત્તિ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. સાયબર તપાસ ટીમને તમારા નંબર પરથી શંકાસ્પદ પ્રવૃત્તિ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. સાયબર તપાસ ટીમને તમારા નંબર પરથી શંકાસ્પદ પ્રવૃત્તિ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તપાસ માટે તમારી ઓળખ ચકાસવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તપાસ માટે તમારી ઓળખ ચકાસવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તપાસ માટે તમારી ઓળખ ચકાસવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
ચકાસણી માટે સહકાર આપો.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. ચકાસણી માટે સહકાર આપો.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. ચકાસણી માટે સહકાર આપો.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
તમારા મોબાઈલ નંબર પરથી ગેરકાયદેસર સંદેશા મોકલવામાં આવ્યા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. તમારા મોબાઈલ નંબર પરથી ગેરકાયદેસર સંદેશા મોકલવામાં આવ્યા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા મોબાઈલ નંબર પરથી ગેરકાયદેસર સંદેશા મોકલવામાં આવ્યા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
પોલીસ ચકાસણી પૂર્ણ કરવી જરૂરી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું દિલ્હી પોલીસમાંથી બોલું છું. પોલીસ ચકાસણી પૂર્ણ કરવી જરૂરી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. પોલીસ ચકાસણી પૂર્ણ કરવી જરૂરી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તપાસ દરમિયાન તમારું બેંક ખાતું ફ્રીઝ થઈ શકે છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારો મોબાઈલ નંબર સાયબર ફ્રોડ તપાસમાં આવ્યો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારો નંબર ટેલિકોમ ફ્રોડ કેસમાં ઓળખાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા આધાર કાર્ડનો ઉપયોગ કરીને નકલી સિમ જારી કરવામાં આવ્યું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા દસ્તાવેજોનો દુરુપયોગ કરીને નાણાકીય છેતરપિંડી કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારી વિરુદ્ધ ડિજિટલ ફ્રોડની ફરિયાદ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારી વિરુદ્ધ કાનૂની કાર્યવાહી શરૂ કરવામાં આવી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા નામે એક ફોજદારી ફરિયાદ નોંધાઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા નામે મની લોન્ડરિંગનો કેસ નોંધાયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા નામે નોંધાયેલ સિમના દુરુપયોગનો રિપોર્ટ થયો છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા નામે નોંધાયેલ ખાતું ગેરકાયદેસર પ્રવૃત્તિઓમાં વપરાયું છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા નંબર પરથી વાંધાજનક સામગ્રી પ્રસારિત થઈ છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારે તપાસ અધિકારી સાથે તાત્કાલિક વાત કરવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા ખાતામાંથી શંકાસ્પદ વ્યવહારો થયા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. સાયબર તપાસ ટીમને તમારા નંબર પરથી શંકાસ્પદ પ્રવૃત્તિ મળી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તપાસ માટે તમારી ઓળખ ચકાસવી પડશે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. ચકાસણી માટે સહકાર આપો.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. તમારા મોબાઈલ નંબર પરથી ગેરકાયદેસર સંદેશા મોકલવામાં આવ્યા છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
હું નેશનલ સાયબર સેલમાંથી બોલું છું. પોલીસ ચકાસણી પૂર્ણ કરવી જરૂરી છે.,gujarati,impersonation_digital_arrest,huggingface_hinglish_translated
Obscene messages are being sent to women from your WhatsApp. You are being considered a suspect.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. Obscene messages are being sent to women from your WhatsApp. You are being considered a suspect.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. Obscene messages are being sent to women from your WhatsApp. You are being considered a suspect.,english,impersonation_blackmail,huggingface_hinglish_translated
Pornographic material is being sent from your number in WhatsApp groups. An FIR has already been filed.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. Pornographic material is being sent from your number in WhatsApp groups. An FIR has already been filed.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. Pornographic material is being sent from your number in WhatsApp groups. An FIR has already been filed.,english,impersonation_blackmail,huggingface_hinglish_translated
Obscene images and videos are being shared from your phone number. This is a cyber crime.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. Obscene images and videos are being shared from your phone number. This is a cyber crime.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. Obscene images and videos are being shared from your phone number. This is a cyber crime.,english,impersonation_blackmail,huggingface_hinglish_translated
Illegal obscene content is being circulated from your phone. You could face digital arrest.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. Illegal obscene content is being circulated from your phone. You could face digital arrest.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. Illegal obscene content is being circulated from your phone. You could face digital arrest.,english,impersonation_blackmail,huggingface_hinglish_translated
Your morphed photos are going viral. The cyber cell has already registered a case.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. Your morphed photos are going viral. The cyber cell has already registered a case.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. Your morphed photos are going viral. The cyber cell has already registered a case.,english,impersonation_blackmail,huggingface_hinglish_translated
A gang is misusing your number to make obscene videos. Immediate verification is required.,english,impersonation_blackmail,huggingface_hinglish_translated
This is the Cyber Crime Department. A gang is misusing your number to make obscene videos. Immediate verification is required.,english,impersonation_blackmail,huggingface_hinglish_translated
This is Inspector Rajesh Kumar. A gang is misusing your number to make obscene videos. Immediate verification is required.,english,impersonation_blackmail,huggingface_hinglish_translated
તમારા વોટ્સએપ પરથી મહિલાઓને અશ્લીલ સંદેશા મોકલવામાં આવી રહ્યા છે. તમને શંકાસ્પદ ગણવામાં આવે છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા વોટ્સએપ પરથી મહિલાઓને અશ્લીલ સંદેશા મોકલવામાં આવી રહ્યા છે. તમને શંકાસ્પદ ગણવામાં આવે છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું ઈન્સ્પેક્ટર રાજેશ કુમાર બોલું છું. તમારા વોટ્સએપ પરથી મહિલાઓને અશ્લીલ સંદેશા મોકલવામાં આવી રહ્યા છે. તમને શંકાસ્પદ ગણવામાં આવે છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
તમારા નંબર પરથી અશ્લીલ સામગ્રી વોટ્સએપ ગ્રુપ્સમાં મોકલવામાં આવી રહી છે. એફઆઈઆર થઈ ચૂકી છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા નંબર પરથી અશ્લીલ સામગ્રી વોટ્સએપ ગ્રુપ્સમાં મોકલવામાં આવી રહી છે. એફઆઈઆર થઈ ચૂકી છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું ઈન્સ્પેક્ટર રાજેશ કુમાર બોલું છું. તમારા નંબર પરથી અશ્લીલ સામગ્રી વોટ્સએપ ગ્રુપ્સમાં મોકલવામાં આવી રહી છે. એફઆઈઆર થઈ ચૂકી છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
તમારા ફોન નંબર પરથી અશ્લીલ ફોટા અને વીડિયો શેર કરવામાં આવી રહ્યા છે. આ સાયબર ક્રાઈમ છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું સાયબર ક્રાઈમ ડિપાર્ટમેન્ટમાંથી બોલું છું. તમારા ફોન નંબર પરથી અશ્લીલ ફોટા અને વીડિયો શેર કરવામાં આવી રહ્યા છે. આ સાયબર ક્રાઈમ છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
હું ઈન્સ્પેક્ટર રાજેશ કુમાર બોલું છું. તમારા ફોન નંબર પરથી અશ્લીલ ફોટા અને વીડિયો શેર કરવામાં આવી રહ્યા છે. આ સાયબર ક્રાઈમ છે.,gujarati,impersonation_blackmail,huggingface_hinglish_translated
