text,language,category
आपके खाते की केवाईसी स्थिति: असफल। कृपया तुरंत हमारी हेल्पलाइन पर कॉल करें और अपने डेबिट कार्ड की जानकारी दें।,hindi,kyc_scam
अलर्ट: आपके जमा किए केवाईसी फॉर्म में त्रुटियां हैं। जल्दी अनुमोदन के लिए अपना नेट बैंकिंग पासवर्ड देकर पुनः जमा करें।,hindi,kyc_scam
"हमने आपका केवाईसी अपडेट करने की कोशिश की लेकिन ओटीपी सत्यापन दो बार असफल रहा। एक और मौका है, अभी सत्यापित करें।",hindi,kyc_scam
भारत सरकार केवाईसी अनुपालन: सभी खाताधारकों को महीने के अंत तक पुनः सत्यापन करना होगा। नई नीति के अनुसार असत्यापित खाते फ्रीज होंगे।,hindi,kyc_scam
आपके डाकघर बचत खाते के केवाईसी को तुरंत अपडेट करने की आवश्यकता है। अपना खाता नंबर और पंजीकृत मोबाइल ओटीपी हमारे एजेंट को बताएं।,hindi,kyc_scam
"ई-केवाईसी लंबित: आज सुबह 10 से शाम 6 बजे के बीच वीडियो कॉल सत्यापन पूरा करें, अपॉइंटमेंट लिंक पर क्लिक करके अपना कार्ड सीवीवी बताएं।",hindi,kyc_scam
आपके बैंक ने केवाईसी अनुपालन न करने पर आपके खाते को चिन्हित किया है। कल से प्रतिदिन 500 रुपये जुर्माना लगेगा जब तक इस पोर्टल से हल न हो।,hindi,kyc_scam
"प्रिय ग्राहक, सिस्टम अपडेट के कारण सभी ग्राहकों को हमारे सुरक्षित पोर्टल पर एटीएम पिन सहित केवाईसी विवरण 24 घंटे में फिर से दर्ज करना होगा।",hindi,kyc_scam
यह एक अनुस्मारक है कि आपका केवाईसी दस्तावेज़ (2019 में अपलोड किया गया) नए आरबीआई मानदंडों के अनुसार समाप्त हो गया है। आज ही नवीनीकृत करें।,hindi,kyc_scam
यूपीआई सेवाओं के लिए आपके लिंक किए गए मोबाइल नंबर को केवाईसी पुनः सत्यापन की आवश्यकता है। लिंक पर क्लिक करें और अपना यूपीआई पिन बताएं।,hindi,kyc_scam
"बैंक सुरक्षा अलर्ट: असामान्य लॉगिन का पता चला। अपने खाते को सुरक्षित करने के लिए, अभी प्राप्त ओटीपी साझा करके केवाईसी पुनः प्रमाणीकरण पूरा करें।",hindi,kyc_scam
"आपका डेबिट कार्ड केवाईसी अपडेट के बिना ब्लॉक हो जाएगा। कृपया लिंक पर जाएं और अपना कार्ड नंबर, समाप्ति तिथि और सीवीवी दर्ज करें।",hindi,kyc_scam
"श्रीमान, आपके जन धन खाते का केवाईसी अधूरा है। अपडेट न होने पर सरकारी सब्सिडी बंद हो जाएगी। अभी अपना आधार नंबर भेजें।",hindi,kyc_scam
आपके बैंक लॉकर के केवाईसी को भी खाता केवाईसी के साथ नवीनीकृत करने की आवश्यकता है। इस लिंक पर अपने नेट बैंकिंग लॉगिन से दोनों पूरा करें।,hindi,kyc_scam
"પ્રિય ગ્રાહક, તમારું કેવાયસી સમાપ્ત થઈ ગયું છે. તાત્કાલિક અપડેટ કરો નહીં તો 24 કલાકમાં ખાતું બ્લોક થઈ જશે.",gujarati,kyc_scam
તાત્કાલિક સૂચના: તમારું બેંક ખાતું આજે બંધ થઈ જશે. કેવાયસી પૂર્ણ કરવા માટે આ લિંક પર ક્લિક કરો.,gujarati,kyc_scam
તમારું આધાર સાથે જોડાયેલ કેવાયસી બાકી છે. ખાતું નિષ્ક્રિય થતું અટકાવવા હમણાં જ પૂર્ણ કરો.,gujarati,kyc_scam
ચેતવણી: તમારા ખાતામાં અધૂરું કેવાયસી મળ્યું છે. 2 કલાકમાં ચકાસો નહીં તો પ્રવેશ ગુમાવશો.,gujarati,kyc_scam
બેંક સૂચના: કેવાયસી દસ્તાવેજો મેળ ખાતા નથી. ખાતું સક્રિય રાખવા પાન અને આધાર ફરીથી અપલોડ કરો.,gujarati,kyc_scam
તમારા ખાતાનું કેવાયસી અપડેટ નથી. 6 કલાકમાં અપડેટ ન કરવાથી ખાતું ફ્રીઝ થઈ જશે.,gujarati,kyc_scam
તમારું કેવાયસી 90% પૂર્ણ છે. ચકાસણી પૂર્ણ કરવા તમારો કાર્ડ નંબર અને ઓટીપી દાખલ કરો.,gujarati,kyc_scam
આરબીઆઈ સૂચના: તમામ બેંક ખાતાઓનું ઈ-કેવાયસી કાલ સુધીમાં પૂર્ણ થવું જોઈએ. લિંક પર ટેપ કરો અને તમારો ડેબિટ કાર્ડ પિન દાખલ કરો.,gujarati,kyc_scam
કેવાયસી બાકી હોવાથી કાલથી મોબાઇલ બેંકિંગ બંધ થઈ જશે. આ નંબર પર કૉલ કરો અને ઓટીપી શેર કરો.,gujarati,kyc_scam
અંતિમ ચેતવણી: કેવાયસી અપડેટ થયું નથી. આજે ચકાસણી ન કરવાથી તમારું ખાતું કાયમ માટે બ્લોક થઈ જશે.,gujarati,kyc_scam
"હું તમારી બેંકના કેવાયસી વિભાગમાંથી રાકેશ બોલું છું. સર તમારું વિડિયો કેવાયસી નિષ્ફળ ગયું, કૃપા કરી ફોન પર આવેલ ઓટીપી જણાવો.",gujarati,kyc_scam
મહત્વપૂર્ણ: તમારું પાન કાર્ડ બેંક કેવાયસી સાથે લિંક નથી. 12 કલાકમાં લિંક કરો.,gujarati,kyc_scam
"સર/મેડમ, અમારા રેકોર્ડમાં તમારું કેવાયસી અમાન્ય દેખાય છે. કૃપા કરી AnyDesk એપ ડાઉનલોડ કરો, અમારો એજન્ટ મદદ કરશે.",gujarati,kyc_scam
સમાપ્ત થયેલ કેવાયસીના કારણે તમારું ખાતું સમીક્ષા હેઠળ છે. આધારની સ્કેન કોપી અને ઓટીપી આ વોટ્સએપ નંબર પર મોકલો.,gujarati,kyc_scam
બેંક અનુપાલન ટીમની સૂચના: કેવાયસી પુનઃચકાસણી 3 મહિનાથી બાકી છે. આરબીઆઈ નિયમો મુજબ ખાતું બંધ થઈ શકે છે.,gujarati,kyc_scam
"પ્રિય ગ્રાહક, તમારું ઈ-કેવાયસી જૂનું થઈ ગયું છે. સેવામાં વિક્ષેપ ટાળવા આજે જ બાયોમેટ્રિક ચકાસણી પૂર્ણ કરો.",gujarati,kyc_scam
તમારા ખાતાની કેવાયસી સ્થિતિ: નિષ્ફળ. કૃપા કરી તાત્કાલિક અમારી હેલ્પલાઇન પર કૉલ કરો અને તમારા ડેબિટ કાર્ડની વિગતો આપો.,gujarati,kyc_scam
એલર્ટ: તમે સબમિટ કરેલા કેવાયસી ફોર્મમાં ભૂલો છે. ઝડપી મંજૂરી માટે તમારો નેટ બેંકિંગ પાસવર્ડ આપીને ફરીથી સબમિટ કરો.,gujarati,kyc_scam
"અમે તમારું કેવાયસી અપડેટ કરવાનો પ્રયાસ કર્યો પણ ઓટીપી ચકાસણી બે વાર નિષ્ફળ રહી. એક વધુ તક છે, હમણાં ચકાસો.",gujarati,kyc_scam
ભારત સરકાર કેવાયસી અનુપાલન: તમામ ખાતાધારકોએ મહિનાના અંત સુધીમાં પુનઃચકાસણી કરવી પડશે. નવી નીતિ મુજબ અચકાસાયેલ ખાતાઓ ફ્રીઝ થશે.,gujarati,kyc_scam
તમારા પોસ્ટ ઓફિસ બચત ખાતાના કેવાયસીને તાત્કાલિક અપડેટ કરવાની જરૂર છે. તમારો ખાતા નંબર અને નોંધાયેલ મોબાઇલ ઓટીપી અમારા એજન્ટને જણાવો.,gujarati,kyc_scam
"ઈ-કેવાયસી બાકી: આજે સવારે 10 થી સાંજે 6 વચ્ચે વિડિયો કૉલ ચકાસણી પૂર્ણ કરો, એપોઇન્ટમેન્ટ લિંક પર ક્લિક કરીને તમારો કાર્ડ સીવીવી જણાવો.",gujarati,kyc_scam
તમારી બેંકે કેવાયસી અનુપાલન ન કરવા બદલ તમારા ખાતાને ચિહ્નિત કર્યું છે. કાલથી દરરોજ 500 રૂપિયા દંડ લાગશે જ્યાં સુધી આ પોર્ટલથી ઉકેલાય નહીં.,gujarati,kyc_scam
"પ્રિય ગ્રાહક, સિસ્ટમ અપડેટના કારણે તમામ ગ્રાહકોએ અમારા સુરક્ષિત પોર્ટલ પર એટીએમ પિન સહિત કેવાયસી વિગતો 24 કલાકમાં ફરીથી દાખલ કરવી પડશે.",gujarati,kyc_scam
આ યાદ અપાવવાનું છે કે તમારો કેવાયસી દસ્તાવેજ (2019માં અપલોડ કરેલ) નવા આરબીઆઈ ધોરણો મુજબ સમાપ્ત થઈ ગયો છે. આજે જ નવીકરણ કરો.,gujarati,kyc_scam
યુપીઆઈ સેવાઓ માટે તમારા લિંક કરેલા મોબાઇલ નંબરને કેવાયસી પુનઃચકાસણીની જરૂર છે. લિંક પર ક્લિક કરો અને તમારો યુપીઆઈ પિન જણાવો.,gujarati,kyc_scam
"બેંક સુરક્ષા એલર્ટ: અસામાન્ય લોગિન મળ્યું. તમારું ખાતું સુરક્ષિત રાખવા, હમણાં મળેલ ઓટીપી શેર કરીને કેવાયસી પુનઃપ્રમાણીકરણ પૂર્ણ કરો.",gujarati,kyc_scam
"તમારું ડેબિટ કાર્ડ કેવાયસી અપડેટ વગર બ્લોક થઈ જશે. કૃપા કરી લિંક પર જાઓ અને તમારો કાર્ડ નંબર, સમાપ્તિ તારીખ અને સીવીવી દાખલ કરો.",gujarati,kyc_scam
"સર, તમારા જન ધન ખાતાનું કેવાયસી અધૂરું છે. અપડેટ ન થવાથી સરકારી સબસિડી બંધ થઈ જશે. હમણાં જ તમારો આધાર નંબર મોકલો.",gujarati,kyc_scam
તમારા બેંક લોકરના કેવાયસીને પણ ખાતા કેવાયસી સાથે નવીકરણ કરવાની જરૂર છે. આ લિંક પર તમારા નેટ બેંકિંગ લોગિનથી બંને પૂર્ણ કરો.,gujarati,kyc_scam
"Hi, are we still meeting for lunch tomorrow at 1pm?",english,not_scam
Your electricity bill of Rs. 1240 is due on the 25th. Pay via the app or at the counter.,english,not_scam
Reminder: your doctor's appointment is scheduled for Friday at 10am.,english,not_scam
Thank you for shopping with us! Your order #4521 has been shipped and will arrive in 3-5 days.,english,not_scam
"Mom, I'll be home late tonight, don't wait for dinner.",english,not_scam
Your monthly account statement is now available in your net banking dashboard.,english,not_scam
"School notice: PTA meeting rescheduled to next Monday, 9am, in the main hall.",english,not_scam
Your mobile recharge of Rs. 199 was successful. Validity: 28 days.,english,not_scam
Happy birthday! Hope you have a wonderful day with family.,english,not_scam
The plumber will come to fix the tap tomorrow morning around 10.,english,not_scam
"Your salary of Rs. 32,000 has been credited to your account ending 7743.",english,not_scam
Can you pick up milk and bread on your way home?,english,not_scam
Your LPG cylinder booking is confirmed. Delivery expected within 2 days.,english,not_scam
"Bus ticket confirmed: Ahmedabad to Bopal, departure 6:30pm, seat 14.",english,not_scam
Your electricity meter reading has been recorded. No action needed.,english,not_scam
"Diwali sale starts tomorrow at our store, 20% off on all sarees.",english,not_scam
Please bring your Aadhaar card original when you come to the branch for the new passbook.,english,not_scam
"Your child's school fee receipt has been generated, download from the parent portal.",english,not_scam
"We've received your complaint regarding the water leakage, technician will visit tomorrow.",english,not_scam
"Grandpa's checkup went well, doctor said everything is fine, don't worry.",english,not_scam
"Your train PNR 4527891 is confirmed, seat B2-45, departure 11:20pm from platform 3.",english,not_scam
Reminder: society maintenance meeting today evening at 7pm in the community hall.,english,not_scam
The tailor said your blouse will be ready by Thursday.,english,not_scam
"Your fixed deposit of Rs. 50,000 matures on 15th August, interest credited automatically.",english,not_scam
Congratulations on completing your degree! We are so proud of you.,english,not_scam
Please remember to take your medicine after dinner tonight.,english,not_scam
Your gas connection transfer request has been approved and updated.,english,not_scam
Neighbour aunty asked if you can water her plants while she's away this week.,english,not_scam
"Your insurance premium payment of Rs. 4500 was received, thank you.",english,not_scam
The farmer's cooperative meeting is postponed to next Sunday due to rain.,english,not_scam
"नमस्ते, क्या हम कल दोपहर 1 बजे लंच के लिए मिल रहे हैं?",hindi,not_scam
आपका बिजली बिल 1240 रुपये 25 तारीख को देय है। ऐप के माध्यम से भुगतान करें।,hindi,not_scam
याद दिलाना: आपकी डॉक्टर की अपॉइंटमेंट शुक्रवार सुबह 10 बजे है।,hindi,not_scam
"हमारे साथ खरीदारी के लिए धन्यवाद! आपका ऑर्डर भेज दिया गया है, 3-5 दिनों में पहुंचेगा।",hindi,not_scam
"मां, मुझे आज रात देर हो जाएगी, खाने का इंतज़ार मत करना।",hindi,not_scam
आपका मासिक खाता विवरण अब नेट बैंकिंग डैशबोर्ड में उपलब्ध है।,hindi,not_scam
स्कूल सूचना: पीटीए बैठक सोमवार सुबह 9 बजे मुख्य हॉल में होगी।,hindi,not_scam
आपका 199 रुपये का रिचार्ज सफल रहा। वैधता: 28 दिन।,hindi,not_scam
जन्मदिन मुबारक हो! परिवार के साथ अच्छा दिन बिताएं।,hindi,not_scam
प्लंबर कल सुबह करीब 10 बजे नल ठीक करने आएगा।,hindi,not_scam
"आपकी 32,000 रुपये की सैलरी खाते में जमा हो गई है।",hindi,not_scam
क्या तुम आते वक्त दूध और ब्रेड ले आओगे?,hindi,not_scam
"आपकी एलपीजी सिलेंडर बुकिंग की पुष्टि हो गई है, 2 दिन में डिलीवरी होगी।",hindi,not_scam
"बस टिकट कन्फर्म: अहमदाबाद से बोपल, शाम 6:30 बजे प्रस्थान, सीट 14।",hindi,not_scam
"आपका बिजली मीटर रीडिंग दर्ज कर लिया गया है, कोई कार्रवाई आवश्यक नहीं।",hindi,not_scam
"दिवाली सेल कल से हमारी दुकान में शुरू, सभी साड़ियों पर 20% छूट।",hindi,not_scam
नई पासबुक के लिए शाखा आते समय अपना आधार कार्ड मूल लाना।,hindi,not_scam
"बच्चे की स्कूल फीस रसीद बन गई है, पैरेंट पोर्टल से डाउनलोड करें।",hindi,not_scam
"पानी रिसाव की आपकी शिकायत मिल गई है, तकनीशियन कल आएगा।",hindi,not_scam
"दादाजी का चेकअप अच्छा रहा, डॉक्टर ने कहा सब ठीक है, चिंता मत करो।",hindi,not_scam
"आपका ट्रेन पीएनआर कन्फर्म है, सीट बी2-45, रात 11:20 बजे प्लेटफॉर्म 3 से।",hindi,not_scam
याद दिलाना: सोसाइटी की मीटिंग आज शाम 7 बजे कम्युनिटी हॉल में है।,hindi,not_scam
दर्जी ने कहा कि तुम्हारा ब्लाउज गुरुवार तक तैयार हो जाएगा।,hindi,not_scam
"आपकी 50,000 रुपये की एफडी 15 अगस्त को मैच्योर होगी, ब्याज अपने आप जमा होगा।",hindi,not_scam
डिग्री पूरी करने पर बधाई! हमें तुम पर बहुत गर्व है।,hindi,not_scam
आज रात खाने के बाद दवाई लेना मत भूलना।,hindi,not_scam
आपके गैस कनेक्शन ट्रांसफर की रिक्वेस्ट मंजूर हो गई है।,hindi,not_scam
पड़ोस वाली आंटी ने पूछा कि क्या तुम इस हफ्ते उनके पौधों को पानी दे सकते हो।,hindi,not_scam
"आपका 4500 रुपये का बीमा प्रीमियम प्राप्त हो गया, धन्यवाद।",hindi,not_scam
बारिश के कारण किसान सहकारी बैठक अगले रविवार तक टाल दी गई है।,hindi,not_scam
"નમસ્તે, શું આપણે કાલે બપોરે 1 વાગ્યે લંચ માટે મળી રહ્યા છીએ?",gujarati,not_scam
તમારું વીજળી બિલ 1240 રૂપિયા 25 તારીખે ચૂકવવાનું છે. એપ દ્વારા ચૂકવો.,gujarati,not_scam
યાદ અપાવવું: તમારી ડોક્ટરની એપોઇન્ટમેન્ટ શુક્રવારે સવારે 10 વાગ્યે છે.,gujarati,not_scam
"અમારી સાથે ખરીદી બદલ આભાર! તમારો ઓર્ડર મોકલી દેવાયો છે, 3-5 દિવસમાં પહોંચશે.",gujarati,not_scam
"મમ્મી, મને આજે રાત્રે મોડું થશે, જમવાની રાહ ન જોશો.",gujarati,not_scam
તમારું માસિક ખાતા સ્ટેટમેન્ટ હવે નેટ બેંકિંગ ડેશબોર્ડમાં ઉપલબ્ધ છે.,gujarati,not_scam
શાળા સૂચના: પીટીએ મીટિંગ સોમવારે સવારે 9 વાગ્યે મુખ્ય હોલમાં રાખવામાં આવી છે.,gujarati,not_scam
તમારું 199 રૂપિયાનું રિચાર્જ સફળ થયું. માન્યતા: 28 દિવસ.,gujarati,not_scam
જન્મદિવસની શુભકામનાઓ! પરિવાર સાથે સરસ દિવસ પસાર કરો.,gujarati,not_scam
પ્લમ્બર કાલે સવારે લગભગ 10 વાગ્યે નળ ઠીક કરવા આવશે.,gujarati,not_scam
"તમારો 32,000 રૂપિયાનો પગાર ખાતામાં જમા થઈ ગયો છે.",gujarati,not_scam
તું આવતી વખતે દૂધ અને બ્રેડ લેતો આવીશ?,gujarati,not_scam
"તમારી એલપીજી સિલિન્ડર બુકિંગ કન્ફર્મ થઈ ગઈ છે, 2 દિવસમાં ડિલિવરી થશે.",gujarati,not_scam
"બસ ટિકિટ કન્ફર્મ: અમદાવાદથી બોપલ, સાંજે 6:30 વાગ્યે પ્રસ્થાન, સીટ 14.",gujarati,not_scam
"તમારું વીજળી મીટર રીડિંગ નોંધાઈ ગયું છે, કોઈ પગલાં લેવાની જરૂર નથી.",gujarati,not_scam
"દિવાળી સેલ કાલથી અમારા સ્ટોરમાં શરૂ, બધી સાડીઓ પર 20% છૂટ.",gujarati,not_scam
નવી પાસબુક માટે શાખામાં આવતી વખતે તમારું આધાર કાર્ડ ઓરિજિનલ લાવવું.,gujarati,not_scam
"બાળકની શાળા ફીની રસીદ બની ગઈ છે, પેરેન્ટ પોર્ટલ પરથી ડાઉનલોડ કરો.",gujarati,not_scam
"પાણી લીકેજની તમારી ફરિયાદ મળી ગઈ છે, ટેકનિશિયન કાલે આવશે.",gujarati,not_scam
"દાદાજીનું ચેકઅપ સારું રહ્યું, ડોક્ટરે કહ્યું બધું બરાબર છે, ચિંતા ન કરો.",gujarati,not_scam
"તમારો ટ્રેન પીએનઆર કન્ફર્મ છે, સીટ બી2-45, રાત્રે 11:20 વાગ્યે પ્લેટફોર્મ 3 પરથી.",gujarati,not_scam
યાદ અપાવવું: સોસાયટીની મીટિંગ આજે સાંજે 7 વાગ્યે કોમ્યુનિટી હોલમાં છે.,gujarati,not_scam
દરજીએ કહ્યું કે તમારું બ્લાઉઝ ગુરુવાર સુધીમાં તૈયાર થઈ જશે.,gujarati,not_scam
"તમારી 50,000 રૂપિયાની એફડી 15 ઓગસ્ટે મેચ્યોર થશે, વ્યાજ આપોઆપ જમા થશે.",gujarati,not_scam
ડિગ્રી પૂર્ણ કરવા બદલ અભિનંદન! અમને તારા પર ખૂબ ગર્વ છે.,gujarati,not_scam
આજે રાત્રે જમ્યા પછી દવા લેવાનું ભૂલશો નહીં.,gujarati,not_scam
તમારી ગેસ કનેક્શન ટ્રાન્સફર રિક્વેસ્ટ મંજૂર થઈ ગઈ છે.,gujarati,not_scam
પડોશની આંટીએ પૂછ્યું કે શું તું આ અઠવાડિયે તેમના છોડને પાણી આપી શકે.,gujarati,not_scam
"તમારું 4500 રૂપિયાનું વીમા પ્રીમિયમ મળી ગયું, આભાર.",gujarati,not_scam
વરસાદના કારણે ખેડૂત સહકારી મંડળીની મીટિંગ આવતા રવિવાર સુધી મુલતવી રાખવામાં આવી છે.,gujarati,not_scam
