text,language,category
"સિબિલ ચેક વગર તાત્કાલિક લોન મંજૂર! 10 મિનિટમાં 50,000 રૂપિયા ખાતામાં. એપ ડાઉનલોડ કરો અને બેંક વિગતો આપો.",gujarati,loan_scam
"પ્રિય ગ્રાહક, તમારી લોન અરજી 90% પૂર્ણ છે. આજે રકમ જારી કરવા યુપીઆઈથી 1,999 રૂપિયા પ્રોસેસિંગ ફી ભરો.",gujarati,loan_scam
"સિડબી મંજૂર: 2 લાખ રૂપિયાની બિઝનેસ લોન તાત્કાલિક ઉપલબ્ધ, કોઈ દસ્તાવેજની જરૂર નથી. આગળ વધવા YES લખો.",gujarati,loan_scam
"તમારી 3,00,000 રૂપિયાની લોન મંજૂર થઈ ગઈ છે. વિતરણ માટે આ યુપીઆઈ આઈડી પર 3,200 રૂપિયા જીએસટી ચાર્જ ભરો.",gujarati,loan_scam
સોનું ગીરવે મૂક્યા વગર ગોલ્ડ લોન! આધાર પર તાત્કાલિક રોકડ મેળવો. હમણાં કૉલ કરો અને તમારો બેંક ખાતા નંબર જણાવો.,gujarati,loan_scam
"અમે નોંધાયેલ એનબીએફસી છીએ, 2% વ્યાજે લોન આપીએ છીએ. પ્રોસેસિંગ શરૂ કરવા આધાર, પાન અને સેલ્ફી મોકલો.",gujarati,loan_scam
તમારી ઈએમઆઈ રાહત યોજના મંજૂર છે. વ્યાજ 50% ઘટાડવા એક વખતની 999 રૂપિયા સક્રિયકરણ ફી ભરો.,gujarati,loan_scam
"તાત્કાલિક: વીમા પ્રીમિયમના 4,500 રૂપિયા બાકી હોવાથી તમારી લોન વિતરણ અટકેલી છે. રકમ જારી કરવા હમણાં ચૂકવો.",gujarati,loan_scam
"તમારા પાન કાર્ડ પર તાત્કાલિક લોન મેળવો, આવકનો પુરાવો જરૂરી નથી. તમારો પાન અને આધાર ફોટો વોટ્સએપ કરો.",gujarati,loan_scam
"ખેડૂત લોન યોજના: સરકારી યોજના હેઠળ 1,00,000 રૂપિયાની કેસીસી લોન મંજૂર. આજે તમારા એજન્ટને 1,200 રૂપિયા નોંધણી ફી આપો.",gujarati,loan_scam
"તમારી લોન એપમાં 2,500 રૂપિયાની પરત કરી શકાય તેવી સિક્યોરિટી ડિપોઝિટ બાકી છે. તમારી મંજૂર રકમ અનલોક કરવા હમણાં ટ્રાન્સફર કરો.",gujarati,loan_scam
"અભિનંદન, તમે 10 લાખ રૂપિયાની ગીરવે વગરની બિઝનેસ લોન માટે લાયક છો. એજન્ટ કૉલ કરશે, તમારો ઓટીપી તૈયાર રાખો.",gujarati,loan_scam
આ એપ તાત્કાલિક પર્સનલ લોન અને તે જ દિવસે વિતરણ આપે છે. ફક્ત ઇન્સ્ટોલ કરો અને પાત્રતા ચકાસવા બધી પરવાનગીઓ આપો.,gujarati,loan_scam
"તમારી લોન ઈએમઆઈ ભૂલથી બે વાર કપાઈ ગઈ છે. 3,200 રૂપિયા રિફંડ મેળવવા તમારો ખાતા નંબર અને ઓટીપી જણાવો.",gujarati,loan_scam
"મ્યુચ્યુઅલ ફંડ પર લોન 5 મિનિટમાં ઉપલબ્ધ, કોઈ કાગળકામ નથી. લિંક પર ક્લિક કરો અને નેટ બેંકિંગથી લોગિન કરો.",gujarati,loan_scam
"પ્રિય અરજદાર, તમારી ગોલ્ડ ફાઇનાન્સ લોન માટે અંતિમ કેવાયસી જરૂરી છે. આગળ વધવા 1,500 રૂપિયા ચકાસણી ચાર્જ ભરો.",gujarati,loan_scam
"અમે જોયું કે તમે પર્સનલ લોન શોધી. 4,00,000 રૂપિયા ઓછા વ્યાજે મેળવો, ફક્ત તમારી સેલેરી સ્લિપ અને આધાર વોટ્સએપ કરો.",gujarati,loan_scam
"હું લોન એજન્ટ બોલું છું — તમારી ફાઇલ તૈયાર છે, રકમ જારી કરતા પહેલા 2,000 રૂપિયા દસ્તાવેજીકરણ ફી જોઈએ.",gujarati,loan_scam
"તહેવાર ઓફર: કોઈ દસ્તાવેજ વગર 5 લાખ રૂપિયા સુધી તાત્કાલિક લોન. એપ ડાઉનલોડ કરો, ચકાસણી માટે સ્ક્રીન શેરિંગ ચાલુ કરો.",gujarati,loan_scam
"તમારા અનૌપચારિક ચિટ ફંડની 15,000 રૂપિયાની ચુકવણી તૈયાર છે. મેળવવા તમારા ગ્રુપ એજન્ટને 800 રૂપિયા પ્રોસેસિંગ ચાર્જ આપો.",gujarati,loan_scam
તમારા લોન ખાતામાં બાકી પ્રોસેસિંગ ચાર્જ દેખાય છે. 24 કલાકમાં સિબિલ સ્કોર પર અસર ટાળવા તાત્કાલિક ચૂકવો.,gujarati,loan_scam
"મંજૂર: 25,000 રૂપિયાની સેલેરી એડવાન્સ લોન, સેલેરી સ્લિપની જરૂર નથી. ચકાસણી માટે તમારો બેંક સ્ટેટમેન્ટ સ્ક્રીનશોટ મોકલો.",gujarati,loan_scam
હું તમારો લોન અધિકારી બોલું છું. ખોટા આઈએફએસસીના કારણે વિતરણ નિષ્ફળ ગયું. સાચો ખાતા નંબર અને ઓટીપી જણાવો.,gujarati,loan_scam
આ એપ ઇન્સ્ટોલ કરીને અને કોન્ટેક્ટ લિસ્ટ એક્સેસ આપીને તાત્કાલિક લોન મંજૂરી મેળવો — પાત્રતા ચકાસવા જરૂરી છે.,gujarati,loan_scam
"મુદ્રા યોજના હેઠળ તમારી 3,00,000 રૂપિયાની બિઝનેસ લોન મંજૂર છે. ચેક લેવા એજન્ટને 2,100 રૂપિયા સ્ટેમ્પ ડ્યુટી આપો.",gujarati,loan_scam
"પ્રિય ગ્રાહક, અમે તમારા લોન દસ્તાવેજો ચકાસી શક્યા નથી. ઓળખ પુષ્ટિ માટે આધાર ઓટીપી સાથે જવાબ આપો.",gujarati,loan_scam
"લોન સેટલમેન્ટ ઓફર: તમારી હાલની લોન 40% ઓછામાં પતાવો. આ એકવારની ઓફર પાક્કી કરવા આજે 5,000 રૂપિયા ભરો.",gujarati,loan_scam
તમારી કાર લોન પ્રી-ક્લોઝર રકમ રિફંડ માટે તૈયાર છે. રિફંડ પ્રોસેસ કરવા ખાતા નંબર અને કાર્ડ સીવીવી આપો.,gujarati,loan_scam
તમારા બાળક માટે ગીરવે વગર 8 લાખ રૂપિયાની શિક્ષણ લોન મંજૂર. એડમિશન ડેડલાઇન પહેલા વિતરણ માટે પ્રોસેસિંગ ફી ભરો.,gujarati,loan_scam
"Congratulations! Your mobile number has been selected in a lucky draw. To win Rs 50,000, WhatsApp your bank account details and Aadhaar number to this number.",english,lottery_scam
"You have won Rs 25,00,000 in the KBC lucky draw! To claim your prize, pay Rs 5,000 as GST charge to this account.",english,lottery_scam
"Dear winner, your number is selected for the Amazon anniversary lucky draw. Prize: Rs 10,00,000. Share your bank details to claim.",english,lottery_scam
URGENT: Your SIM card has won a lottery of Rs 15 lakh from Jio company. Call this number immediately with your Aadhaar details.,english,lottery_scam
"You've been randomly selected for a cash prize of Rs 8,00,000! Pay a processing fee of Rs 2,500 to release your winnings today.",english,lottery_scam
"Flipkart Big Billion Days lucky winner! You've won an iPhone 15 and Rs 50,000 cash. Click here and pay Rs 499 shipping to claim.",english,lottery_scam
"This is to inform you that your WhatsApp number won 12,50,000 in the international lottery. Contact our agent with your bank IFSC code.",english,lottery_scam
"Congratulations, you are our lucky customer this month! Claim your Rs 1,00,000 reward by sharing your UPI PIN for verification.",english,lottery_scam
"Your name has been drawn for the Diwali bumper lottery worth Rs 21,00,000. Pay Rs 3,500 registration tax to claim before it expires.",english,lottery_scam
"PUBG Mobile lucky draw winner announcement: you've won Rs 50,000 and a gaming phone. Send Rs 999 as delivery charge to claim now.",english,lottery_scam
"Dear customer, your SBI account has been selected for the bank's anniversary lucky draw of Rs 5,00,000. Verify your account to claim.",english,lottery_scam
"You have won a brand new car in the online survey lucky draw! Pay registration fee of Rs 4,999 to get it delivered to your address.",english,lottery_scam
"This is Google lucky draw team. Your Gmail ID has won $50,000 in our annual promotion. Reply with your bank details to claim.",english,lottery_scam
"Reliance Jio 10th anniversary offer: your number won Rs 25 lakh! Pay processing charges of Rs 2,999 to receive the amount instantly.",english,lottery_scam
"Congratulations, you are today's WhatsApp lucky winner of Rs 12,00,000. Share your OTP to confirm your identity and claim the prize.",english,lottery_scam
"Your ration card number has won under the government lucky draw scheme, prize Rs 50,000. Share your Aadhaar-linked bank details.",english,lottery_scam
"Lucky winner alert: your recharge number has won Rs 8,88,888 in Airtel's special draw. Call now with your card details for verification.",english,lottery_scam
"You have been selected among 10 winners nationwide for Rs 20,00,000. Pay income tax clearance of Rs 6,000 first to receive it.",english,lottery_scam
"Big News! Your phone number is the 5,00,000th visitor and has won an iPhone and cash prize. Click the link to claim before it expires.",english,lottery_scam
"This is your final notice: your KBC lottery prize of Rs 25,00,000 will be cancelled if you don't pay the Rs 5,500 GST today.",english,lottery_scam
"Dear customer, on the occasion of Republic Day, your number has won a special lucky draw. Prize amount Rs 7,50,000, share OTP to claim.",english,lottery_scam
"You've won a free holiday package to Goa worth Rs 45,000! Just pay a small booking confirmation fee of Rs 1,500 to lock your dates.",english,lottery_scam
"Amazon Pay lucky draw: your account has won Rs 30,000 cashback. Enter your UPI PIN in the app to instantly receive the amount.",english,lottery_scam
"Congratulations on winning the festival mega lottery of Rs 11,00,000! Our agent will call to collect your Aadhaar and bank passbook photo.",english,lottery_scam
"Your lucky number has won Rs 9,99,999 in the year-end telecom draw. Deposit Rs 4,500 as legal verification fee to claim your prize.",english,lottery_scam
"This is a notification that your recent online form entry has won Rs 2,00,000. Confirm by sending your account number and IFSC code now.",english,lottery_scam
"Prize alert: You are one of 3 lucky winners of Rs 15,00,000 this week. Pay a refundable security deposit of Rs 3,000 to unlock the transfer.",english,lottery_scam
Your name is confirmed for the Coca-Cola anniversary lucky draw worth Rs 25 lakh. Share your bank details to our representative today.,english,lottery_scam
"Congratulations, your number is selected in the postal department lucky draw for Rs 5,00,000. Visit the link and enter your Aadhaar OTP.",english,lottery_scam
"You have won a lucky draw prize of Rs 18,00,000 from an international lottery company. Pay customs clearance fee of Rs 7,000 to release funds.",english,lottery_scam
"बधाई हो! आपका मोबाइल नंबर लकी ड्रॉ में चुना गया है। 50,000 रुपये जीतने के लिए अपना बैंक खाता विवरण और आधार नंबर व्हाट्सएप करें।",hindi,lottery_scam
"आपने केबीसी लकी ड्रॉ में 25,00,000 रुपये जीते हैं! इनाम पाने के लिए इस खाते में 5,000 रुपये जीएसटी शुल्क भरें।",hindi,lottery_scam
"प्रिय विजेता, आपका नंबर अमेज़न एनिवर्सरी लकी ड्रॉ के लिए चुना गया है। इनाम: 10,00,000 रुपये। दावा करने के लिए बैंक विवरण साझा करें।",hindi,lottery_scam
जरूरी: आपके सिम कार्ड ने जियो कंपनी से 15 लाख रुपये की लॉटरी जीती है। तुरंत इस नंबर पर आधार विवरण के साथ कॉल करें।,hindi,lottery_scam
"आपको 8,00,000 रुपये का नकद इनाम रैंडमली मिला है! आज अपनी जीत जारी करने के लिए 2,500 रुपये प्रोसेसिंग शुल्क भरें।",hindi,lottery_scam
"फ्लिपकार्ट बिग बिलियन डेज़ लकी विनर! आपने आईफोन 15 और 50,000 रुपये नकद जीता। यहां क्लिक करें और 499 रुपये शिपिंग भरें।",hindi,lottery_scam
"यह सूचित करना है कि आपके व्हाट्सएप नंबर ने अंतरराष्ट्रीय लॉटरी में 12,50,000 जीता। बैंक आईएफएससी कोड के साथ हमारे एजेंट से संपर्क करें।",hindi,lottery_scam
"बधाई हो, आप इस महीने के हमारे लकी ग्राहक हैं! सत्यापन के लिए अपना यूपीआई पिन साझा करके 1,00,000 रुपये का इनाम पाएं।",hindi,lottery_scam
"आपका नाम 21,00,000 रुपये की दिवाली बंपर लॉटरी के लिए निकाला गया है। समाप्त होने से पहले दावा करने के लिए 3,500 रुपये पंजीकरण कर भरें।",hindi,lottery_scam
"पबजी मोबाइल लकी ड्रॉ विजेता घोषणा: आपने 50,000 रुपये और एक गेमिंग फोन जीता। अभी दावा करने के लिए 999 रुपये डिलीवरी शुल्क भेजें।",hindi,lottery_scam
"प्रिय ग्राहक, आपका एसबीआई खाता बैंक की एनिवर्सरी लकी ड्रॉ के लिए चुना गया है, इनाम 5,00,000 रुपये। दावा करने के लिए खाता सत्यापित करें।",hindi,lottery_scam
"आपने ऑनलाइन सर्वे लकी ड्रॉ में एक नई कार जीती है! अपने पते पर डिलीवरी पाने के लिए 4,999 रुपये पंजीकरण शुल्क भरें।",hindi,lottery_scam
"यह गूगल लकी ड्रॉ टीम है। आपकी जीमेल आईडी ने हमारे वार्षिक प्रमोशन में 50,000 डॉलर जीते। दावा करने के लिए बैंक विवरण भेजें।",hindi,lottery_scam
"रिलायंस जियो 10वीं वर्षगांठ ऑफर: आपके नंबर ने 25 लाख रुपये जीते! राशि तुरंत पाने के लिए 2,999 रुपये प्रोसेसिंग शुल्क भरें।",hindi,lottery_scam
"बधाई हो, आप आज के 12,00,000 रुपये के व्हाट्सएप लकी विजेता हैं। पहचान पुष्टि और इनाम दावे के लिए ओटीपी साझा करें।",hindi,lottery_scam
"आपके राशन कार्ड नंबर ने सरकारी लकी ड्रॉ योजना में 50,000 रुपये जीते हैं। अपना आधार से जुड़ा बैंक विवरण साझा करें।",hindi,lottery_scam
"लकी विजेता अलर्ट: आपके रिचार्ज नंबर ने एयरटेल के विशेष ड्रॉ में 8,88,888 रुपये जीते। सत्यापन के लिए अभी कार्ड विवरण के साथ कॉल करें।",hindi,lottery_scam
"आप 20,00,000 रुपये के लिए देशभर में चुने गए 10 विजेताओं में से एक हैं। पाने के लिए पहले 6,000 रुपये आयकर मंजूरी भरें।",hindi,lottery_scam
"बड़ी खबर! आपका फोन नंबर 5,00,000वां विजिटर है और आईफोन व नकद इनाम जीता है। समाप्त होने से पहले लिंक पर क्लिक करें।",hindi,lottery_scam
"यह आपकी अंतिम सूचना है: यदि आज 5,500 रुपये जीएसटी नहीं भरा तो आपका केबीसी लॉटरी इनाम 25,00,000 रद्द हो जाएगा।",hindi,lottery_scam
"प्रिय ग्राहक, गणतंत्र दिवस के अवसर पर आपके नंबर ने विशेष लकी ड्रॉ जीता है। इनाम राशि 7,50,000, दावा करने के लिए ओटीपी साझा करें।",hindi,lottery_scam
"आपने गोवा की मुफ्त छुट्टी पैकेज जीती है जिसकी कीमत 45,000 रुपये है! तारीखें पक्की करने के लिए बस 1,500 रुपये बुकिंग शुल्क भरें।",hindi,lottery_scam
"अमेज़न पे लकी ड्रॉ: आपके खाते ने 30,000 रुपये कैशबैक जीता। राशि तुरंत पाने के लिए ऐप में अपना यूपीआई पिन दर्ज करें।",hindi,lottery_scam
"त्योहार मेगा लॉटरी में 11,00,000 रुपये जीतने पर बधाई! हमारा एजेंट आपका आधार और बैंक पासबुक फोटो लेने के लिए कॉल करेगा।",hindi,lottery_scam
"आपके लकी नंबर ने साल के अंत के टेलीकॉम ड्रॉ में 9,99,999 रुपये जीते। इनाम पाने के लिए 4,500 रुपये कानूनी सत्यापन शुल्क जमा करें।",hindi,lottery_scam
"यह सूचना है कि आपकी हाल की ऑनलाइन फॉर्म एंट्री ने 2,00,000 रुपये जीते हैं। अभी अपना खाता नंबर और आईएफएससी कोड भेजकर पुष्टि करें।",hindi,lottery_scam
"इनाम अलर्ट: आप इस सप्ताह के 15,00,000 रुपये के 3 लकी विजेताओं में से एक हैं। ट्रांसफर अनलॉक करने के लिए 3,000 रुपये वापसी योग्य जमा राशि भरें।",hindi,lottery_scam
आपका नाम 25 लाख रुपये की कोका-कोला एनिवर्सरी लकी ड्रॉ के लिए पक्का हुआ है। आज हमारे प्रतिनिधि को बैंक विवरण साझा करें।,hindi,lottery_scam
"बधाई हो, आपका नंबर 5,00,000 रुपये के डाक विभाग लकी ड्रॉ में चुना गया है। लिंक पर जाएं और अपना आधार ओटीपी दर्ज करें।",hindi,lottery_scam
"आपने एक अंतरराष्ट्रीय लॉटरी कंपनी से 18,00,000 रुपये का लकी ड्रॉ इनाम जीता है। राशि जारी करने के लिए 7,000 रुपये सीमा शुल्क भरें।",hindi,lottery_scam
"અભિનંદન! તમારો મોબાઈલ નંબર લકી ડ્રોમાં પસંદ થયો છે. 50,000 રૂપિયા જીતવા માટે બેંક ખાતાની વિગતો અને આધાર નંબર આ નંબર પર WhatsApp કરો.",gujarati,lottery_scam
"તમે કેબીસી લકી ડ્રોમાં 25,00,000 રૂપિયા જીત્યા છે! ઈનામ મેળવવા આ ખાતામાં 5,000 રૂપિયા જીએસટી ચાર્જ ભરો.",gujarati,lottery_scam
"પ્રિય વિજેતા, તમારો નંબર એમેઝોન એનિવર્સરી લકી ડ્રો માટે પસંદ થયો છે. ઈનામ: 10,00,000 રૂપિયા. દાવો કરવા બેંક વિગતો શેર કરો.",gujarati,lottery_scam
તાત્કાલિક: તમારા સિમ કાર્ડે જિયો કંપની તરફથી 15 લાખ રૂપિયાની લોટરી જીતી છે. તાત્કાલિક આ નંબર પર આધાર વિગતો સાથે કૉલ કરો.,gujarati,lottery_scam
"તમને 8,00,000 રૂપિયાનું રોકડ ઈનામ રેન્ડમલી મળ્યું છે! આજે તમારી જીત જારી કરવા 2,500 રૂપિયા પ્રોસેસિંગ ફી ભરો.",gujarati,lottery_scam
"ફ્લિપકાર્ટ બિગ બિલિયન ડેઝ લકી વિનર! તમે આઈફોન 15 અને 50,000 રૂપિયા રોકડ જીત્યા. અહીં ક્લિક કરો અને 499 રૂપિયા શિપિંગ ભરો.",gujarati,lottery_scam
"આ જણાવવાનું છે કે તમારા વોટ્સએપ નંબરે આંતરરાષ્ટ્રીય લોટરીમાં 12,50,000 જીત્યા. બેંક આઈએફએસસી કોડ સાથે અમારા એજન્ટનો સંપર્ક કરો.",gujarati,lottery_scam
"અભિનંદન, તમે આ મહિનાના અમારા લકી ગ્રાહક છો! ચકાસણી માટે તમારો યુપીઆઈ પિન શેર કરીને 1,00,000 રૂપિયાનું ઈનામ મેળવો.",gujarati,lottery_scam
"તમારું નામ 21,00,000 રૂપિયાની દિવાળી બમ્પર લોટરી માટે નીકળ્યું છે. સમાપ્ત થાય તે પહેલા દાવો કરવા 3,500 રૂપિયા નોંધણી ટેક્સ ભરો.",gujarati,lottery_scam
"પબજી મોબાઈલ લકી ડ્રો વિજેતા જાહેરાત: તમે 50,000 રૂપિયા અને ગેમિંગ ફોન જીત્યા. હમણાં દાવો કરવા 999 રૂપિયા ડિલિવરી ચાર્જ મોકલો.",gujarati,lottery_scam
"પ્રિય ગ્રાહક, તમારું એસબીઆઈ ખાતું બેંકની એનિવર્સરી લકી ડ્રો માટે પસંદ થયું છે, ઈનામ 5,00,000 રૂપિયા. દાવો કરવા ખાતું ચકાસો.",gujarati,lottery_scam
